committee_id,committee_name,report_year,report_type,image_number,filing_form,link_id,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_city,recipient_state,recipient_zip,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,disbursement_purpose_category,memo_code,memo_code_full,memo_text,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,two_year_transaction_period,amendment_indicator,amendment_indicator_desc,schedule_type,schedule_type_full,load_date,sub_id,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,pdf_url,line_number_label,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_employer,payee_occupation,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,ref_disp_excess_flg,comm_dt,spender_committee_type,spender_committee_org_type,spender_committee_designation
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136520,F3P,4071620191659583346,23,500061874,1340976,ORG,ORGANIZATION,,,PGA NATIONAL GOLF CLUB,PALM BEACH GARDENS,FL,334183619,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-06-24 00:00:00,63.28,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.162,4071620191659630239,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136520,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136521,F3P,4071620191659583346,23,500062269,1340976,ORG,ORGANIZATION,,,PGA NATIONAL GOLF CLUB,PALM BEACH GARDENS,FL,334183619,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-06-28 00:00:00,63.28,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.162,4071620191659630243,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136521,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q3,201910159163936755,F3P,4101520191674204872,23,500064373,1357668,ORG,ORGANIZATION,,,PGA NATIONAL GOLF CLUB,PALM BEACH GARDENS,FL,334183619,,,,,TRAVEL EXPENSE,MATERIALS,X,,*,2019-07-01 00:00:00,63.28,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-10-26 03:40:19.231,4102520191675424327,,500064361,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163936755,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136226,F3P,4071620191659583346,23,500061906,1340976,ORG,ORGANIZATION,,,AMERICAN AIRLINES,FORT WORTH,TX,761552603,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-06-28 00:00:00,63.56,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.395,4071620191659628469,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136226,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136162,F3P,4071620191659583346,23,500063263,1340976,ORG,ORGANIZATION,,,ORIGINAL LINDO MICHOACAN,LAS VEGAS,NV,891213618,,,,,FOOD AND BEVERAGE,OTHER,X,,*,2019-05-14 00:00:00,64.58,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.352,4071620191659628082,,500059455,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136162,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136619,F3P,4071620191659583346,23,500062422,1340976,IND,INDIVIDUAL,,,"TRAGNI, LINA M.",PLEASANTON,CA,945884924,,,,,TRAVEL EXPENSE - MILEAGE,MATERIALS,,,,2019-04-26 00:00:00,64.67,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.226,4071620191659630833,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136619,Operating Expenditures,TRAGNI,LINA,M.,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136522,F3P,4071620191659583346,23,500061134,1340976,COM,OTHER COMMITTEE,,,POLK COUNTY DEMOCRATIC CENTRAL COMMITTEE,DES MOINES,IA,503055102,,,,,EVENT TICKET,OTHER,,,,2019-05-17 00:00:00,65.00,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.163,4071620191659630251,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136522,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136306,F3P,4071620191659583346,23,500059891,1340976,ORG,ORGANIZATION,,,DELUXE BUSINESS SYSTEMS,SHOREVIEW,MN,551262906,,,,,BANKING SUPPLIES,OTHER,,,,2019-04-26 00:00:00,65.88,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.447,4071620191659628950,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136306,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q3,201910159163936794,F3P,4101520191674204872,23,500063667,1357668,ORG,ORGANIZATION,,,HAMPTON INN CORPORATE OFFICE,MCLEAN,VA,221023388,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-07-01 00:00:00,65.90,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-10-26 03:40:19.259,4102520191675424563,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163936794,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136538,F3P,4071620191659583346,23,500061556,1340976,ORG,ORGANIZATION,,,RIVERCITY BUSINESS SERVICES,SACRAMENTO,CA,958413111,,,,,PAYROLL PROCESSING,OTHER,,,,2019-05-24 00:00:00,66.00,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.173,4071620191659630347,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136538,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q3,201910159163936818,F3P,4101520191674204872,23,500064071,1357668,IND,INDIVIDUAL,,,"OLIVAS, CELIA M.",WASHINGTON,DC,200026442,,,,,SHIPPING,OTHER,,,,2019-07-15 00:00:00,66.83,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-10-26 03:40:19.274,4102520191675424707,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163936818,Operating Expenditures,OLIVAS,CELIA,M.,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136588,F3P,4071620191659583346,23,500059208,1340976,ORG,ORGANIZATION,,,SUNNY'S EXECUTIVE SEDAN,NEW YORK,NY,100035707,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-04-15 00:00:00,66.92,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.206,4071620191659630644,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136588,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136624,F3P,4071620191659583346,23,500059379,1340976,ORG,ORGANIZATION,,,TWITTER,SAN FRANCISCO,CA,941031337,,,,,ADVERTISING,OTHER,,,,2019-04-11 00:00:00,66.98,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.23,4071620191659630863,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136624,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136688,F3P,4071620191659583346,23,500063033,1340976,ORG,ORGANIZATION,,,UBER TECHNOLOGIES INC,SAN FRANCISCO,CA,941051611,,,,,TRAVEL EXPENSE,MATERIALS,X,,*,2019-04-26 00:00:00,67.06,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.273,4071620191659631246,,500060846,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136688,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136325,F3P,4071620191659583346,23,500061526,1340976,ORG,ORGANIZATION,,,DS SERVICES,LAKELAND,FL,338103058,,,,,OFFICE SUPPLIES,ADMINISTRATIVE,,,,2019-06-17 00:00:00,67.49,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.461,4071620191659629066,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136325,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136586,F3P,4071620191659583346,23,500060806,1340976,ORG,ORGANIZATION,,,STRIPE,SAN FRANCISCO,CA,941079105,,,,,CREDIT CARD PROCESSING FEES,OTHER,,,,2019-05-31 00:00:00,69.18,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.204,4071620191659630632,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136586,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q3,201910159163936843,F3P,4101520191674204872,23,500063683,1357668,ORG,ORGANIZATION,,,THE BEDFORD VILLAGE INN,BEDFORD,NH,031105962,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-07-03 00:00:00,69.32,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-10-26 03:40:19.29,4102520191675424853,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163936843,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136291,F3P,4071620191659583346,23,500061291,1340976,ORG,ORGANIZATION,,,DC TAXI,LONG ISLAND CITY,NY,111012319,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-06-14 00:00:00,70.30,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.438,4071620191659628862,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136291,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136624,F3P,4071620191659583346,23,500059399,1340976,ORG,ORGANIZATION,,,TWITTER,SAN FRANCISCO,CA,941031337,,,,,ADVERTISING,OTHER,,,,2019-04-12 00:00:00,71.14,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.23,4071620191659630865,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136624,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q3,201910159163936804,F3P,4101520191674204872,23,500064171,1357668,ORG,ORGANIZATION,,,OFFICE DEPOT,FAIRFAX,VA,220306145,,,,,OFFICE SUPPLIES,ADMINISTRATIVE,X,,*,2019-07-10 00:00:00,72.32,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-10-26 03:40:19.265,4102520191675424623,,500064138,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163936804,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136221,F3P,4071620191659583346,23,500061837,1340976,ORG,ORGANIZATION,,,AMERICAN AIRLINES,FORT WORTH,TX,761552603,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-06-24 00:00:00,72.35,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.392,4071620191659628441,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136221,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q3,201910159163936767,F3P,4101520191674204872,23,500063652,1357668,ORG,ORGANIZATION,,,AVIS RENTAL CAR,PARSIPPANY,NJ,070543826,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-07-01 00:00:00,73.09,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-10-26 03:40:19.239,4102520191675424397,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163936767,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136480,F3P,4071620191659583346,23,500061858,1340976,ORG,ORGANIZATION,,,MARRIOTT CORPORATE,BETHESDA,MD,208171102,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-06-24 00:00:00,73.78,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.135,4071620191659629999,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136480,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136323,F3P,4071620191659583346,23,500062691,1340976,ORG,ORGANIZATION,,,UNITED AIRLINES,CHICAGO,IL,606660100,,,,,TRAVEL EXPENSE,MATERIALS,X,,*,2019-06-28 00:00:00,74.00,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.46,4071620191659629052,,500062301,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136323,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136592,F3P,4071620191659583346,23,500061377,1340976,ORG,ORGANIZATION,,,SUNNY'S EXECUTIVE SEDAN,NEW YORK,NY,100035707,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-06-03 00:00:00,74.07,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.208,4071620191659630672,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136592,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136333,F3P,4071620191659583346,23,500059236,1340976,ORG,ORGANIZATION,,,FACEBOOK,PALO ALTO,CA,943030905,,,,,ADVERTISING,OTHER,,,,2019-04-10 00:00:00,75.00,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.467,4071620191659629114,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136333,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136675,F3P,4071620191659583346,23,500059597,1340976,ORG,ORGANIZATION,,,JETBLUE,SALT LAKE CITY,UT,841216922,,,,,TRAVEL EXPENSES,MATERIALS,X,,*,2019-03-05 00:00:00,75.00,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.264,4071620191659631170,,500059496,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136675,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136518,F3P,4071620191659583346,23,500062282,1340976,IND,INDIVIDUAL,,,"PARKER, KELSEA",WALNUT CREEK,CA,945966325,,,,,OFFICE SUPPLIES,ADMINISTRATIVE,,,,2019-06-26 00:00:00,76.19,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.16,4071620191659630223,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136518,Operating Expenditures,PARKER,KELSEA,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136518,F3P,4071620191659583346,23,500062941,1340976,ORG,ORGANIZATION,,,OFFICE MAX PLEASANTON,PLEASANTON,CA,945883667,,,,,OFFICE SUPPLIES,ADMINISTRATIVE,X,,*,2019-06-26 00:00:00,76.19,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.16,4071620191659630225,,500062282,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136518,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q3,201910159163936789,F3P,4101520191674204872,23,500063644,1357668,ORG,ORGANIZATION,,,FACEBOOK,PALO ALTO,CA,943030905,,,,,ADVERTISING,OTHER,,,,2019-07-08 00:00:00,76.53,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-10-26 03:40:19.254,4102520191675424529,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163936789,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136206,F3P,4071620191659583346,23,500061308,1340976,ORG,ORGANIZATION,,,AMERICAN AIRLINES,FORT WORTH,TX,761552603,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-06-07 00:00:00,77.05,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.381,4071620191659628349,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136206,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136420,F3P,4071620191659583346,23,500060248,1340976,ORG,ORGANIZATION,,,HOTELS.COM,DALLAS,TX,75231,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-05-02 00:00:00,77.97,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.094,4071620191659629634,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136420,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136469,F3P,4071620191659583346,23,500059252,1340976,ORG,ORGANIZATION,,,MARRIOTT CORPORATE,BETHESDA,MD,208171102,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-04-17 00:00:00,78.97,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.125,4071620191659629929,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136469,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136130,F3P,4071620191659583346,23,500060361,1340976,ORG,ORGANIZATION,,,ALASKA AIRLINES,SEATTLE,WA,981885304,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-05-20 00:00:00,79.00,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.332,4071620191659627892,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136130,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136259,F3P,4071620191659583346,23,500061477,1340976,ORG,ORGANIZATION,,,BLAISDELL'S BUSINESS PRODUCTS,OAKLAND,CA,946212013,,,,,OFFICE SUPPLIES,ADMINISTRATIVE,,,,2019-06-04 00:00:00,79.18,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.417,4071620191659628669,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136259,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136415,F3P,4071620191659583346,23,500060384,1340976,ORG,ORGANIZATION,,,HILTON HOTELS,MC LEAN,VA,221023388,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-05-08 00:00:00,79.24,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.09,4071620191659629606,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136415,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136419,F3P,4071620191659583346,23,500060247,1340976,ORG,ORGANIZATION,,,HOTELS.COM,DALLAS,TX,75231,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-05-01 00:00:00,79.58,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.093,4071620191659629632,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136419,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136510,F3P,4071620191659583346,23,500059900,1340976,ORG,ORGANIZATION,,,OFFICE DEPOT CORPORATE,BOCA RATON,FL,334962434,,,,,OFFICE SUPPLIES,ADMINISTRATIVE,,,,2019-04-10 00:00:00,79.70,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.156,4071620191659630175,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136510,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136235,F3P,4071620191659583346,23,500059174,1340976,ORG,ORGANIZATION,,,AVIS RENTAL CAR,PARSIPPANY,NJ,070543826,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-04-08 00:00:00,79.82,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.401,4071620191659628521,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136235,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136621,F3P,4071620191659583346,23,500061626,1340976,IND,INDIVIDUAL,,,"TRAGNI, LINA M.",PLEASANTON,CA,945884924,,,,,"FOOD AND BEVERAGE, TRAVEL EXPENSE, MILEAGE",MATERIALS,,,,2019-06-10 00:00:00,79.99,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.228,4071620191659630847,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136621,Operating Expenditures,TRAGNI,LINA,M.,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136268,F3P,4071620191659583346,23,500061135,1340976,PTY,POLITICAL PARTY COMMITTEE,C00105668,C00105668,CALIFORNIA DEMOCRATIC PARTY,SACRAMENTO,CA,958115221,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,EVENT TICKETS,CONTRIBUTIONS,,,,2019-05-23 00:00:00,80.00,,,,,,,,,,,,,P,,PRIMARY,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.423,4071620191659628723,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136268,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136375,F3P,4071620191659583346,23,500060870,1340976,ORG,ORGANIZATION,,,HYVEE,DAVENPORT,IA,528022065,,,,,TRAVEL EXPENSES,MATERIALS,X,,*,2019-05-31 00:00:00,80.10,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.493,4071620191659629362,,500059628,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136375,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136259,F3P,4071620191659583346,23,500059450,1340976,ORG,ORGANIZATION,,,BLAISDELL'S BUSINESS PRODUCTS,OAKLAND,CA,946212013,,,,,OFFICE SUPPLIES,ADMINISTRATIVE,,,,2019-05-14 00:00:00,80.20,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.417,4071620191659628665,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136259,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136476,F3P,4071620191659583346,23,500061273,1340976,ORG,ORGANIZATION,,,MARRIOTT CORPORATE,BETHESDA,MD,208171102,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-06-05 00:00:00,81.34,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.132,4071620191659629975,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136476,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136152,F3P,4071620191659583346,23,500063238,1340976,ORG,ORGANIZATION,,,AMEXTRAVEL.COM,CHICAGO,IL,606614544,,,,,TRAVEL EXPENSE,MATERIALS,X,,*,2019-05-14 00:00:00,82.97,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.346,4071620191659628022,,500059455,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136152,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136623,F3P,4071620191659583346,23,500061488,1340976,ORG,ORGANIZATION,,,TROPICANA LAS VEGAS,LAS VEGAS,NV,891094325,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-06-06 00:00:00,83.90,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.23,4071620191659630859,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136623,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
