committee_id,committee_name,report_year,report_type,image_number,filing_form,link_id,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_city,recipient_state,recipient_zip,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,disbursement_purpose_category,memo_code,memo_code_full,memo_text,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,two_year_transaction_period,amendment_indicator,amendment_indicator_desc,schedule_type,schedule_type_full,load_date,sub_id,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,pdf_url,line_number_label,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_employer,payee_occupation,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,ref_disp_excess_flg,comm_dt,spender_committee_type,spender_committee_org_type,spender_committee_designation
C00701698,SWALWELL FOR AMERICA,2019,TER,202001319184091470,F3P,4013120201686193150,28A,500069354,1376364,ORG,ORGANIZATION,,,"FIDELITY BROKERAGE SERVICES, LLC.",BOSTON,MA,022102031,,,,,VOID STATE DATE CHECK ISSUED 07/31/19; REDESIGNATED AND TRANSFERRED TO SWALWELL FOR CONGRESS,OTHER,,,,2019-12-31 00:00:00,-2800.00,,,,,,,,,,,,,G2020,,GENERAL,2020,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2020-02-05 03:41:46.798,4020420201686921659,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184091470,Refunds of Contributions to Individuals/Persons Other Than Political Committees,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,TER,202001319184091470,F3P,4013120201686193150,28A,500069359,1376364,IND,INDIVIDUAL,,,"NICKERSON, SHEILA B.",BELLINGHAM,WA,982257710,,,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,VOID STALE DATE CHECK ISSUED 07/31/19; REDESIGNATED AND TRANSFERRED TO SWALWELL FOR AMERICA,REFUNDS,,,,2019-12-31 00:00:00,-1600.00,,,,,,,,,,,,,G2020,,GENERAL,2020,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2020-02-05 03:41:46.798,4020420201686921661,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184091470,Refunds of Contributions to Individuals/Persons Other Than Political Committees,NICKERSON,SHEILA,B.,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,TER,202001319184091468,F3P,4013120201686193150,23,500069358,1376364,ORG,ORGANIZATION,,,THE WHITE COMPANY,WEST PALM BEACH,FL,334016161,,,,,VOID STALE DATE CHECK FOR WEB VIDEO AND PROCESSING ISSUED 07/01/19; PERMISSIBLE LLC,OTHER,,,,2019-12-31 00:00:00,-749.15,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2020-02-05 03:41:46.795,4020420201686921652,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184091468,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,TER,202001319184091467,F3P,4013120201686193150,23,500069349,1376364,IND,INDIVIDUAL,,,"GLASER, BENJAMIN K.",SIOUX CITY,IA,511042730,,,,,VOID STALE DATE CHECK FOR MILEAGE ISSUED 07/10/19,OTHER,,,,2019-12-31 00:00:00,-198.42,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2020-02-05 03:41:46.795,4020420201686921649,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184091467,Operating Expenditures,GLASER,BENJAMIN,K.,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,TER,202001319184091470,F3P,4013120201686193150,28A,500069356,1376364,IND,INDIVIDUAL,,,"MONTGOMERY, HARPER",NEW YORK,NY,100039605,,,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,VOID STALE DATE CHECK ISSUED 07/31/19; REDESIGNATED AND TRANSFERRED TO SWALWELL FOR CONGRESS,REFUNDS,,,,2019-12-31 00:00:00,-100.00,,,,,,,,,,,,,G2020,,GENERAL,2020,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2020-02-05 03:41:46.798,4020420201686921660,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184091470,Refunds of Contributions to Individuals/Persons Other Than Political Committees,MONTGOMERY,HARPER,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,TER,202001319184091471,F3P,4013120201686193150,28A,500069362,1376364,IND,INDIVIDUAL,,,"TUSK, BRADLEY",NEW YORK,NY,100039610,,,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,VOID STALE DATE CHECK DATED 07/31/19; REDESIGNATED AND TRANSFERRED TO SWALWELL FOR CONGRESS,REFUNDS,,,,2019-12-31 00:00:00,-100.00,,,,,,,,,,,,,G2020,,GENERAL,2020,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2020-02-05 03:41:46.798,4020420201686921663,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184091471,Refunds of Contributions to Individuals/Persons Other Than Political Committees,TUSK,BRADLEY,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,TER,202001319184091471,F3P,4013120201686193150,28A,500069364,1376364,IND,INDIVIDUAL,,,"WEXLER, KENNETH A.",GLENCOE,IL,600221759,,,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,VOID STALE DATE CHECK ISSUED 07/31/19; REDESIGNATED AND TRANSFERRED TO SWALWELL FOR CONGRESS,REFUNDS,,,,2019-12-31 00:00:00,-100.00,,,,,,,,,,,,,G2020,,GENERAL,2020,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2020-02-05 03:41:46.799,4020420201686921664,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184091471,Refunds of Contributions to Individuals/Persons Other Than Political Committees,WEXLER,KENNETH,A.,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,TER,202001319184091471,F3P,4013120201686193150,28A,500069361,1376364,IND,INDIVIDUAL,,,"SKINNER, STEPHEN",SAN DIEGO,CA,921035009,,,22Y,CONTRIBUTION REFUND TO INDIVIDUAL,VOID STATE DATE CHECK ISSUED 07/31/19; REDESIGNATED AND TRANSFERRED TO SWALWELL FOR CONGRESS,REFUNDS,,,,2019-12-31 00:00:00,-25.00,,,,,,,,,,,,,G2020,,GENERAL,2020,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2020-02-05 03:41:46.798,4020420201686921662,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184091471,Refunds of Contributions to Individuals/Persons Other Than Political Committees,SKINNER,STEPHEN,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,TER,202001319184091467,F3P,4013120201686193150,23,500069357,1376364,IND,INDIVIDUAL,,,"SWALWELL, ERIC",DUBLIN,CA,945680847,,,,,VOID STALE DATE FOR TRAVEL EXPENSES ISSUED 05/14/19; DUPLICATE PAYMENT MADE ON 09/26/19,MATERIALS,,,,2019-12-31 00:00:00,-24.00,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2020-02-05 03:41:46.795,4020420201686921651,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184091467,Operating Expenditures,SWALWELL,ERIC,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q3,201910159163936760,F3P,4101520191674204872,23,500064244,1357668,ORG,ORGANIZATION,,,CASEY'S GENERAL STORE,ADAIR,IA,500021160,,,,,FOOD AND BEVERAGE,OTHER,X,,*,2019-07-05 00:00:00,0.69,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-10-26 03:40:19.235,4102520191675424355,,500063802,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163936760,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136164,F3P,4071620191659583346,23,500063265,1340976,ORG,ORGANIZATION,,,UBER TECHNOLOGIES INC,SAN FRANCISCO,CA,941051611,,,,,TRAVEL EXPENSE,MATERIALS,X,,*,2019-05-14 00:00:00,1.00,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.354,4071620191659628094,,500059455,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136164,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136165,F3P,4071620191659583346,23,500063273,1340976,ORG,ORGANIZATION,,,UBER TECHNOLOGIES INC,SAN FRANCISCO,CA,941051611,,,,,TRAVEL EXPENSE,MATERIALS,X,,*,2019-05-14 00:00:00,1.00,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.355,4071620191659628100,,500059455,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136165,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136276,F3P,4071620191659583346,23,500062527,1340976,ORG,ORGANIZATION,,,LYFT,SAN FRANCISCO,CA,941075705,,,,,TRAVEL EXPENSE,MATERIALS,X,,*,2019-05-01 00:00:00,1.00,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.428,4071620191659628770,,500061137,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136276,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136644,F3P,4071620191659583346,23,500061865,1340976,ORG,ORGANIZATION,,,UBER TECHNOLOGIES INC,SAN FRANCISCO,CA,941051611,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-06-24 00:00:00,1.00,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.244,4071620191659630981,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136644,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q3,201910159163936849,F3P,4101520191674204872,23,500063726,1357668,ORG,ORGANIZATION,,,U.S. POSTAL SERVICE,DENMARK,SC,290421688,,,,,POSTAGE,ADMINISTRATIVE,,,,2019-07-11 00:00:00,1.10,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-10-26 03:40:19.294,4102520191675424893,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163936849,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q3,201910159163936768,F3P,4101520191674204872,23,500063753,1357668,ORG,ORGANIZATION,,,AVIS RENTAL CAR,PARSIPPANY,NJ,070543826,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-07-19 00:00:00,1.32,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-10-26 03:40:19.24,4102520191675424407,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163936768,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136346,F3P,4071620191659583346,23,500061174,1340976,ORG,ORGANIZATION,,,FACEBOOK,PALO ALTO,CA,943030905,,,,,ADVERTISING,OTHER,,,,2019-06-07 00:00:00,1.34,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.474,4071620191659629190,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136346,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q3,201910159163936768,F3P,4101520191674204872,23,500063752,1357668,ORG,ORGANIZATION,,,AVIS RENTAL CAR,PARSIPPANY,NJ,070543826,,,,,TRAVEL EXPENSES,MATERIALS,,,,2019-07-15 00:00:00,1.86,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-10-26 03:40:19.24,4102520191675424405,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163936768,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136161,F3P,4071620191659583346,23,500063320,1340976,ORG,ORGANIZATION,,,HOTEL BLACKHAWK,DAVENPORT,IA,528011633,,,,,TRAVEL EXPENSE,MATERIALS,X,,*,2019-05-14 00:00:00,2.00,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.352,4071620191659628076,,500059455,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136161,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136166,F3P,4071620191659583346,23,500063293,1340976,ORG,ORGANIZATION,,,UBER TECHNOLOGIES INC,SAN FRANCISCO,CA,941051611,,,,,TRAVEL EXPENSE,MATERIALS,X,,*,2019-05-14 00:00:00,2.00,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.355,4071620191659628106,,500059455,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136166,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136376,F3P,4071620191659583346,23,500062708,1340976,ORG,ORGANIZATION,,,STARBUCKS,SEATTLE,WA,981341436,,,,,FOOD AND BEVERAGE,OTHER,X,,*,2019-06-03 00:00:00,2.17,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.494,4071620191659629371,,500061612,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136376,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q3,201910159163936781,F3P,4101520191674204872,23,500063778,1357668,ORG,ORGANIZATION,,,NATIONAL AIRPORT - DCA,ARLINGTON,VA,22202,,,,,FOOD AND BEVERAGE,OTHER,X,,*,2019-07-05 00:00:00,2.85,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-10-26 03:40:19.248,4102520191675424481,,500063780,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163936781,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136459,F3P,4071620191659583346,23,500062664,1340976,ORG,ORGANIZATION,,,STARBUCKS,SEATTLE,WA,981341436,,,,,FOOD AND BEVERAGE,OTHER,X,,*,2019-06-19 00:00:00,3.95,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.118,4071620191659629873,,500061684,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136459,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136575,F3P,4071620191659583346,23,500059027,1340976,ORG,ORGANIZATION,,,STARBUCKS,SEATTLE,WA,981341436,,,,,FOOD AND BEVERAGE,OTHER,,,,2019-04-26 00:00:00,3.95,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.197,4071620191659630569,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136575,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136576,F3P,4071620191659583346,23,500060335,1340976,ORG,ORGANIZATION,,,STARBUCKS,SEATTLE,WA,981341436,,,,,FOOD AND BEVERAGE,OTHER,,,,2019-05-13 00:00:00,3.95,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.199,4071620191659630575,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136576,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136579,F3P,4071620191659583346,23,500060342,1340976,ORG,ORGANIZATION,,,STARBUCKS,SEATTLE,WA,981341436,,,,,FOOD AND BEVERAGE,OTHER,,,,2019-05-17 00:00:00,3.95,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.2,4071620191659630589,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136579,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136579,F3P,4071620191659583346,23,500060343,1340976,ORG,ORGANIZATION,,,STARBUCKS,SEATTLE,WA,981341436,,,,,FOOD AND BEVERAGE,OTHER,,,,2019-05-20 00:00:00,3.95,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.2,4071620191659630591,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136579,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136612,F3P,4071620191659583346,23,500062279,1340976,ORG,ORGANIZATION,,,THE UPS STORE,DUBLIN,CA,945682324,,,,,SHIPPING,OTHER,,,,2019-06-26 00:00:00,4.00,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.222,4071620191659630790,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136612,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136454,F3P,4071620191659583346,23,500062535,1340976,ORG,ORGANIZATION,,,STARBUCKS,SEATTLE,WA,981341436,,,,,FOOD AND BEVERAGE,OTHER,X,,*,2019-05-23 00:00:00,4.01,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.116,4071620191659629839,,500061138,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136454,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136249,F3P,4071620191659583346,23,500062283,1340976,IND,INDIVIDUAL,,,"BASCH, LOGAN",OAKLAND,CA,946101253,,,,,OFFICE SUPPLIES,ADMINISTRATIVE,,,,2019-06-26 00:00:00,4.36,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.41,4071620191659628609,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136249,Operating Expenditures,BASCH,LOGAN,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136578,F3P,4071620191659583346,23,500060340,1340976,ORG,ORGANIZATION,,,STARBUCKS,SEATTLE,WA,981341436,,,,,FOOD AND BEVERAGE,OTHER,,,,2019-05-16 00:00:00,4.40,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.2,4071620191659630585,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136578,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136392,F3P,4071620191659583346,23,500062859,1340976,ORG,ORGANIZATION,,,STARBUCKS,SEATTLE,WA,981341436,,,,,FOOD AND BEVERAGE,OTHER,X,,*,2019-06-21 00:00:00,4.45,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.505,4071620191659629465,,500061708,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136392,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q3,201910159163936755,F3P,4101520191674204872,23,500064369,1357668,ORG,ORGANIZATION,,,PGA NATIONAL GOLF CLUB,PALM BEACH GARDENS,FL,334183619,,,,,FOOD AND BEVERAGE,OTHER,X,,*,2019-07-01 00:00:00,4.55,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-10-26 03:40:19.231,4102520191675424325,,500064361,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163936755,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136583,F3P,4071620191659583346,23,500061888,1340976,ORG,ORGANIZATION,,,STARBUCKS,SEATTLE,WA,981341436,,,,,FOOD AND BEVERAGE,OTHER,,,,2019-06-24 00:00:00,4.71,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.203,4071620191659630618,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136583,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136453,F3P,4071620191659583346,23,500062532,1340976,ORG,ORGANIZATION,,,STARBUCKS,SEATTLE,WA,981341436,,,,,FOOD AND BEVERAGE,OTHER,X,,*,2019-05-23 00:00:00,4.74,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.114,4071620191659629833,,500061138,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136453,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136174,F3P,4071620191659583346,23,500063099,1340976,ORG,ORGANIZATION,,,HYVEE,DAVENPORT,IA,528022065,,,,,FOOD AND BEVERAGE,OTHER,X,,*,2019-05-31 00:00:00,4.84,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.361,4071620191659628154,,500061142,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136174,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136284,F3P,4071620191659583346,23,500062716,1340976,ORG,ORGANIZATION,,,STARBUCKS,SEATTLE,WA,981341436,,,,,FOOD AND BEVERAGE,OTHER,X,,*,2019-06-11 00:00:00,4.89,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.434,4071620191659628816,,500061637,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136284,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136695,F3P,4071620191659583346,23,500063185,1340976,ORG,ORGANIZATION,,,GOGOAIR,BROOMFIELD,CO,800213508,,,,,TRAVEL EXPENSE,MATERIALS,X,,*,2019-06-14 00:00:00,4.95,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.277,4071620191659631290,,500061661,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136695,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136619,F3P,4071620191659583346,23,500059657,1340976,ORG,ORGANIZATION,,,UNITED AIRLINES,CHICAGO,IL,606660100,,,,,TRAVEL EXPENSES,MATERIALS,X,,*,2019-04-16 00:00:00,4.99,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.226,4071620191659630831,,500059656,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136619,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136163,F3P,4071620191659583346,23,500063258,1340976,ORG,ORGANIZATION,,,UBER TECHNOLOGIES INC,SAN FRANCISCO,CA,941051611,,,,,TRAVEL EXPENSE,MATERIALS,X,,*,2019-05-14 00:00:00,5.00,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.354,4071620191659628090,,500059455,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136163,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136580,F3P,4071620191659583346,23,500061386,1340976,ORG,ORGANIZATION,,,STARBUCKS,SEATTLE,WA,981341436,,,,,FOOD AND BEVERAGE,OTHER,,,,2019-06-03 00:00:00,5.20,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.201,4071620191659630597,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136580,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136578,F3P,4071620191659583346,23,500060341,1340976,ORG,ORGANIZATION,,,STARBUCKS,SEATTLE,WA,981341436,,,,,FOOD AND BEVERAGE,OTHER,,,,2019-05-17 00:00:00,5.45,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.2,4071620191659630587,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136578,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136576,F3P,4071620191659583346,23,500060334,1340976,ORG,ORGANIZATION,,,STARBUCKS,SEATTLE,WA,981341436,,,,,FOOD AND BEVERAGE,OTHER,,,,2019-05-08 00:00:00,5.52,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:25.198,4071620191659630573,,,,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136576,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
C00701698,SWALWELL FOR AMERICA,2019,Q2,201907159151136175,F3P,4071620191659583346,23,500062964,1340976,ORG,ORGANIZATION,,,SOUTHWEST AIRLINES,DALLAS,TX,75235,,,,,TRAVEL EXPENSE,MATERIALS,X,,*,2019-05-31 00:00:00,5.60,,,,,,,,,,,,,,,,,2020,A,ADD,SB,ITEMIZED DISBURSEMENTS,2019-07-17 03:45:23.361,4071620191659628160,,500061142,SB23,0.00,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151136175,Operating Expenditures,,,,,,,,,,,,,,,,,,P,,P
